,Listed Count,Location,Name,Retweet at,Time,Time Zone,Tweet
114,4,nul,"""Eriica_b""",null,00:55:05,null,"['RT', 'TheLeftoversHBO', 'Begin', 'again', 'Sunday', 'at', '9', 'n', 'TheLeftovers', 'nhttps', 't', 'co', '9r6I3qQ5jE']"
115,6,"""Boston, MA","""bristolwhitch""",null,00:55:06,"""Eastern Time (US & Canada)""","['TheLeftovers', 'is', 'back', 'tonight', '\xf0', '\xf0', '\xf0', '\xf0', '\xf0', '\xf0']"
116,115,"""Chicago Illinois","""WrobStv""",null,00:55:10,"""Central Time (US & Canada)""","['Was', 'that', 'baby', 'that', 'Nora', 'found', 'one', 'of', 'the', 'Holy', 'Guy', 's', 'kids', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
117,10,"""The Internets","""GeekGirlSoup""",null,00:55:15,"""Central Time (US & Canada)""","['Start', 'with', 'FearTWD', 'or', 'TheLeftovers', 'tonight', 'askingforafriend']"
118,17,"""they/them ○ infp ○ asgard","""slut_kin""",null,00:55:19,"""Central Time (US & Canada)""","['RT', 'vogueandcoffee', 'Grab', 'your', 'snacks', 'TheLeftoversHBO', 'starts', 'in', '10', 'TheLeftovers', 'Season2', 'premiere']"
119,0,nul,"""FeehFeli""",null,00:55:25,null,['TheLeftovers']
120,0,nul,"""veeneyweeney""",null,00:55:35,"""Eastern Time (US & Canada)""","['Time', 'to', 'get', 'depressed', 'by', 'the', 'Leftovers', 'season', '2', 'because', 'the', 'show', 'is', 'just', 'so', 'damn', 'good', 'TheLeftovers']"
121,3,"""Usually on land","""alliebubba123""",null,00:55:35,"""Eastern Time (US & Canada)""",['TheLeftovers']
122,1,"""Tennessee","""cheocoop_xo""",null,00:55:36,"""Central Time (US & Canada)""","['TheLeftovers', 'Season', '2', 'premiere', 'in', '5', 'mins', 'Ahhhh']"
123,0,"""D{M}V","""heyitskyddo""",null,00:55:39,"""Central Time (US & Canada)""","['TheLeftovers', 'is', 'finally', 'coming', 'back', 'and', 'it', 's', 'bringing', 'back', 'those', 'depressing', 'feelings', '5', 'more', 'minutes', 'cantwait']"
124,54,"""Somewhere shuffling the deck ","""Still_Birdy""",null,00:55:46,"""Eastern Time (US & Canada)""","['It', 's', 'time', 'TheLeftovers', 'season', 'premiere']"
125,1,nul,"""rainey_dsr""",null,00:55:52,null,"['RT', 'essencesays', 'Let', 's', 'support', 'ReginaKing', 'Emmy', 'win', 'by', 'getting', 'her', 'another', 'one', 'Watch', 'TheLeftovers', 'TONIGHT', 'on', 'HBO', 'at', '9pm', '\xf0', '\xf0', '\xbd\xf0', '\xf0', '\xba']"
126,350,"""Welcome to the #sandbox ","""hwilson2009""",null,00:56:05,"""Central Time (US & Canada)""","['RT', 'LivingReminders', 'T', '10', 'minutes', 'theleftovers', 'WelcomeToMiracle', 'http', 't', 'co', '0lhNBzSebL']"
127,0,nul,"""_E_N_""",null,00:56:15,"""Central Time (US & Canada)""","['Gotta', 'love', 'when', 'excellent', 'television', 'returns', 'Homeland', 'TheLeftovers', 'TheAffair']"
128,2,"""london / rj","""RitabotBrasil""",null,00:56:16,"""Brasilia""","['eles', 'sendo', 'arrebatados', 'que', 'dor', 'TheLeftovers']"
129,1,"""Newark, NJ","""GeminiPrncs85""",null,00:56:18,null,"['4', 'minutes', 'til', 'TheLeftoversHBO', 'season', 'premiere', 'Ready', 'TheLeftovers']"
130,1,nul,"""Heidi_Solley""",null,00:56:21,"""Quito""","['So', 'excited', 'for', 'TheLeftovers', 'tonight', 'HBO']"
131,20,"""The Internet","""emilyesteck""",null,00:56:29,"""Casablanca""","['I', 'm', 'not', 'sure', 'if', 'excited', 'is', 'the', 'right', 'word', 'feeling', 'for', 'tonight', 's', 'TheLeftovers', 'but', 'I', 'm', 'happy', 'to', 'feel', 'that', 'misery', 'it', 's', 'been', 'spreading', 'again']"
132,1,nul,"""chagnonchp""",null,00:56:30,"""Eastern Time (US & Canada)""","['TheStrain', 'TheLeftovers', 'Homeland', 'TheAffair', 'FearTheWalkingDead', 'all', 'tonight', 'woah']"
133,115,"""Chicago Illinois","""WrobStv""","""GeekGirlSoup""",00:56:38,"""Central Time (US & Canada)""","['GeekGirlSoup', 'DVR', 'FTWD', 'skip', 'the', 'commercials', 'TheLeftoversHBO', 'HBO', 'TheLeftovers', 'StillHere']"
134,95,nul,"""MSLisaChang""",null,00:56:38,"""Pacific Time (US & Canada)""","['Homeland', 'TheAffair', 'TheLeftovers', 'TheGoodWife', 'FearTWD', 'tonight', 'someone', 'come', 'turn', 'me', 'over', 'so', 'I', 'don', 't', 'get', 'bed', 'sores']"
135,2,"""london / rj","""RitabotBrasil""",null,00:56:39,"""Brasilia""","['sempre', 'fico', 'arrepiado', 'nesse', 'ep', 's', 'foder', 'TheLeftovers']"
136,115,"""Chicago Illinois","""WrobStv""",null,00:56:42,"""Central Time (US & Canada)""","['RT', 'GeekGirlSoup', 'Start', 'with', 'FearTWD', 'or', 'TheLeftovers', 'tonight', 'askingforafriend']"
137,1,"""michigan","""Ericaaalovely""",null,00:56:51,"""Eastern Time (US & Canada)""","['TheLeftovers', 'in', '5minutes', 'I', 'm', 'so', 'excited', 'This', 'is', 'the', 'best', 'amp', 'has', 'awesome', 'writers', 'WelcomeToMiracle', 'BeginAgain', 'Season2', 'TheLeftoversHBO']"
138,74,"""West Palm Beach, Florida","""kenseysmom""",null,00:56:53,"""Eastern Time (US & Canada)""","['You', 'joining', 'us', 'hwilson2009', 'TheLeftovers']"
139,15,"""It's A Wild World,California ","""LisaRSP""",null,00:57:00,"""Pacific Time (US & Canada)""","['Thanks', 'a', 'lot', 'hbo', 'I', 'turned', 'the', 'channel', 'to', 'get', 'ready', 'for', 'TheLeftovers', 'only', 'to', 'see', 'that', 'heartbreaking', 'ending', 'to', 'AmericanSniper', 'again', '\xf0', '\xaa\xf0']"
140,355,nul,"""TheLeftoversHBO""",null,00:57:03,null,"['RT', 'Ericaaalovely', 'TheLeftovers', 'in', '5minutes', 'I', 'm', 'so', 'excited', 'This', 'is', 'the', 'best', 'amp', 'has', 'awesome', 'writers', 'WelcomeToMiracle', 'BeginAgain', 'Season\xe2']"
141,57,"""ÜT: 38.897813,-77.022227","""djpremonition""",null,00:57:12,"""Eastern Time (US & Canada)""","['Enjoyed', 'an', 'amazing', 'time', 'with', 'friends', 'and', 'gigs', 'galore', 'during', 'HUHC15', 'Good', 'to', 'unwind', 'w', 'family', '2day', 'at', 'a', 'baby', 'shower', 'Time', 'for', 'TheLeftovers']"
142,0,"""springfield","""laurenwoytowicz""",null,00:57:19,"""Eastern Time (US & Canada)""","['TheLeftovers', 'tonight', 'finally']"
143,5,nul,"""blair_victoriaa""",null,00:57:22,"""Quito""","['RT', 'TheLeftoversHBO', 'Tonight', 'at', '9', 'TheLeftovers', 'returns', 'to', 'HBO', 'nhttps', 't', 'co', 'tuRLjd7nLh']"
144,23,"""New Jersey","""sagevalentine""",null,00:57:30,"""Quito""","['Time', 'for', 'TheLeftovers']"
145,1,"""Las Vegas, NV","""Missygortiz""",null,00:57:30,"""Pacific Time (US & Canada)""","['RT', 'Ericaaalovely', 'TheLeftovers', 'in', '5minutes', 'I', 'm', 'so', 'excited', 'This', 'is', 'the', 'best', 'amp', 'has', 'awesome', 'writers', 'WelcomeToMiracle', 'BeginAgain', 'Season\xe2']"
146,24,"""entre el cielo y la tierra","""MAISMIFE""",null,00:57:35,"""Santiago""","['RT', 'Ericaaalovely', 'TheLeftovers', 'in', '5minutes', 'I', 'm', 'so', 'excited', 'This', 'is', 'the', 'best', 'amp', 'has', 'awesome', 'writers', 'WelcomeToMiracle', 'BeginAgain', 'Season\xe2']"
147,4,"""brooklyn, ny","""quasiprophet""",null,00:57:36,"""Quito""","['TheLeftovers', 'the', 'only', 'show', 'i', 'watch', 'that', 'literally', 'no', 'one', 'else', 'watches', 'trendsetter']"
148,6,nul,"""mconte22""",null,00:57:54,"""Quito""","['I', 'sure', 'hope', 'this', 'season', 'of', 'TheLeftovers', 'is', 'as', 'soul', 'crushing', 'as', 'the', 'first']"
149,350,"""Welcome to the #sandbox ","""hwilson2009""",null,00:57:57,"""Central Time (US & Canada)""","['DVR', 'sweets', 'I', 'love', 'it', 'but', 'I', 've', 'zombies', 'to', 'deal', 'with', 'frearsny', 'https', 't', 'co', '5f9j6aW9d2']"
150,17,"""Tolland, CT","""Kevin_Jacobsen""",null,00:58:13,"""Eastern Time (US & Canada)""","['Time', 'for', 'TheLeftovers']"
151,18,"""New Jersey","""louisgeneux""",null,00:58:16,"""Eastern Time (US & Canada)""","['WELCOME', 'TO', 'MIRACLE', 'TheLeftovers']"
152,3,"""@katebday","""ADDISONSFINEASS""",null,00:58:18,"""Pacific Time (US & Canada)""","['2', 'minutes', 'TheLeftovers']"
153,1,"""NY/NJ","""LaundryOnSunday""",null,00:58:22,"""Eastern Time (US & Canada)""","['I', 'am', 'so', 'ready', 'for', 'TheLeftovers', 'Can', 't', 'wait']"
154,30,"""Nyack, NY","""shannonmhouston""",null,00:58:28,"""Eastern Time (US & Canada)""","['It', 'was', 'an', 'excruciating', 'decision', 'but', 'I', 'confess', 'I', 'chose', 'TheLeftovers', 'over', 'TheGoodWife', 'tonight', 'If', 'you', 'don', 't', 'know', 'me', 'don', 't', 'judge', 'me']"
155,3,nul,"""mvdillman""",null,00:58:28,"""Central Time (US & Canada)""","['TheLeftovers', 'is', 'back', 'Hell', 'yeah']"
156,0,"""United States","""Simurfette""",null,00:58:29,null,"['I', 'can\xe2', 't', 'even', 'contain', 'my', 'fangirlism', 'right', 'now', 'My', 'tummy', 'is', 'actually', 'in', 'knots', 'TheLeftovers']"
157,35,"""Miami, FL","""anistonbeckett""",null,00:58:30,"""Eastern Time (US & Canada)""","['TheLeftovers', 'premieres', 'tonight', 'In', '2', 'minutes', 'Be', 'ready']"
158,130,"""Baltimore, MD","""BrandonAmbro""",null,00:58:42,"""Eastern Time (US & Canada)""","['Let', 's', 'go', 'to', 'the', 'JardenOfEden', 'y', 'all', 'TheLeftovers', 'TheLeftoversHBO']"
159,2,"""Maracaibo","""jb27_""",null,00:58:45,"""Caracas""","['RT', 'santiago8a1999', 'jb27_', 'https', 't', 'co', '1gmObG5IuX']"
160,42,"""Cincinnati","""d4ni_s""",null,00:58:46,"""Quito""","['Just', 'finished', 'up', 'The', 'Princess', 'Bride', 'for', 'the', '30th', 'time', 'or', 'so', 'and', 'now', 'TheLeftovers', 'YAY']"
161,5,"""Brampton, ON","""IshLoVeSTV""",null,00:58:53,"""Eastern Time (US & Canada)""","['I', 'm', 'so', 'excited', 'for', 'TheLeftovers', 'I', 'm', 'losing', 'my', 'mind', 'lol']"
162,49,"""US: 40.791796,-73.973812","""AD_Foster""",null,00:58:54,"""Eastern Time (US & Canada)""","['About', 'to', 'watch', 'the', 'Season', '2', 'premiere', 'of', 'a', 'show', 'that', 'I', 'worked', 'the', '1st', 'Season', 'It', 'will', 'be', 'weird', 'TheLeftovers']"
163,34,"""from philly reside in nc","""bachelor_jack""",null,00:58:57,"""Quito""","['TheLeftovers', 'come', 'back', 'tonight']"
164,106,"""Another Earth","""KylieKerosene""",null,00:59:00,"""Eastern Time (US & Canada)""","['TheLeftovers', 'is', 'finally', 'back', 'time', 'to', 'get', 'our', 'hearts', 'ripped', 'out', 'all', 'over', 'again']"
165,66,nul,"""TheMDesk""",null,00:59:05,"""Central Time (US & Canada)""","['Psyched', 'https', 't', 'co', 'E6itonMqrh']"
166,13,"""203","""GLENCARNEYJR""",null,00:59:05,"""Quito""","['TheLeftovers', 'time', 'babyyyyyy']"
167,3,"""Kansas City, MO","""KelsieInKC""",null,00:59:06,"""Central Time (US & Canada)""","['Let', 's', 'see', 'how', 'much', 'TheLeftovers', 'fucks', 'with', 'my', 'head', 'this', 'season']"
168,8,"""Kingwood, TX","""DaleyReview""",null,00:59:09,null,"['We', 're', 'going', 'to', 'be', 'a', 'little', 'experimental', 'tonight', 'Live', 'tweeting', 'the', 'FTWD', 'finale', 'and', 'TheLeftovers', 'premiere', 'simultaneously']"
169,16,"""Texas","""ElJugganot""","""shannonmhouston""",00:59:09,"""Pacific Time (US & Canada)""","['shannonmhouston', 'TheLeftovers', 'guess', 'i', 'need', 'to', 'get', 'on', 'that', 'bandwagon', 'finally']"
170,2,nul,"""KennieTea""",null,00:59:11,null,"['THE', 'LEFTOVERS', 'TheLeftovers']"
171,8,"""Washington, DC","""cassiegsmith""",null,00:59:14,"""Eastern Time (US & Canada)""","['Definitely', 'choosing', 'TheLeftovers', 'over', 'Homeland', 'to', 'watch', 'live', 'this', 'season', 'Hope', 'JamesFadeley', 'agrees']"
172,60,"""Chicago, IL","""WaterCoolerCon_""",null,00:59:19,"""Pacific Time (US & Canada)""","['SO', 'ready', 'for', 'TheLeftovers']"
173,0,nul,"""ThreeRedStars""",null,00:59:22,"""Atlantic Time (Canada)""","['One', 'of', 'the', 'best', 'tv', 'shows', 'is', 'back', 'TheLeftovers', 'season', 'premier', 'RIGHT', 'NOW']"
174,10,nul,"""AKGallant""",null,00:59:25,"""Quito""","['TheLeftovers', 'starts', 'NOW', 'on', 'HBO']"
175,0,nul,"""lisasellsRVA""",null,00:59:25,null,"['TheLeftovers', 'can', 't', 'wait']"
176,2,"""Austin, Tx","""MetalDave815""",null,00:59:27,null,"['NowWatching', 'the', 'season', 'premiere', 'of', 'TheLeftovers']"
177,23,"""Los Angeles, CA","""erikaaniston""",null,00:59:33,"""Pacific Time (US & Canada)""","['RT', 'anistonbeckett', 'TheLeftovers', 'premieres', 'tonight', 'In', '2', 'minutes', 'Be', 'ready']"
178,33,"""Liverpool, England","""CraigCWR""",null,00:59:38,"""London""","['Finally', 'TheLeftoversHBO', 'is', 'back', 'n', 'n', 'TheLeftovers', 'TheAmyBrenneman', 'carriecoon', 'LivTyler']"
179,24,"""entre el cielo y la tierra","""MAISMIFE""",null,00:59:39,"""Santiago""","['TheLeftovers', 'segunda', 'temporada']"
180,11,"""NYC","""annadelhey""",null,00:59:40,"""Eastern Time (US & Canada)""","['In', 'bed', 'all', 'day', 'watching', 'TheLeftoversHBO', 'marathon', 'all', 'day', 'I', 've', 'seen', 'the', '1st', 'already', 'but', 'it', 's', 'so', 'good', 'I', 'can', 't', 'help', 'it', 'TheLeftovers']"
181,9,nul,"""Sweet_Jerry87""",null,00:59:43,null,"['Time', 'for', 'TheLeftovers', 'Yes']"
182,36,"""Boston","""KEMattison""",null,00:59:46,"""Eastern Time (US & Canada)""","['If', 'Garvey', 's', 'dad', 'doesn', 't', 'move', 'to', 'a', 'home', 'in', 'Miracle', 'then', 'I', 'will', 'be', 'letting', 'the', 'dogs', 'out', 'TheLeftovers']"
183,2,"""Johnstown, PA","""ZekeThe3rd""",null,00:59:56,"""Eastern Time (US & Canada)""","['TheLeftovers', 'HBO']"
184,1,"""Las Vegas, NV","""Missygortiz""",null,00:59:58,"""Pacific Time (US & Canada)""","['RT', 'AD_Foster', 'About', 'to', 'watch', 'the', 'Season', '2', 'premiere', 'of', 'a', 'show', 'that', 'I', 'worked', 'the', '1st', 'Season', 'It', 'will', 'be', 'weird', 'TheLeftovers']"
185,13,"""Takoma Park, MD","""Andrew_Cybulska""",null,00:59:58,"""Eastern Time (US & Canada)""","['The', 'finale', 'for', 'TheLeftovers', 'S1', 'stays', 'up', 'there', 'among', 'the', 'best', 'Still', 'amazing']"
186,13,"""Buenos Aires, Argentina","""GarciaFernandoJ""",null,01:00:06,"""Buenos Aires""","['Ahora', 'SeasonPremiere', 'de', 'la', 'temporada', '2', 'de', 'TheLeftovers', 'por', 'HBO', 'en', 'USA', 'TV']"
187,1190,"""( ͡° ͜ʖ ͡°)","""SpiderMeeme""",null,01:00:07,"""Eastern Time (US & Canada)""","['\xc2', 'No', 'puedo', 'esperar', 'Muero', 'por', 'ver', 'la', 'segunda', 'temporada', 'de', 'TheLeftovers', 'n', 'nHOY', 'en', 'HBOLAT', 'http', 't', 'co', 'Cnn0XoyzL8']"
188,2,"""Waterville Vally, NH","""GutterGoalie35""",null,01:00:07,"""Eastern Time (US & Canada)""","['TheLeftovers', 'here', 'we', 'go']"
189,22,"""Kentucky","""skhall""",null,01:00:07,"""Eastern Time (US & Canada)""","['I', 'feel', 'like', 'TheLeftoversHBO', 'should', 'debut', 'the', 'day', 'after', 'Thanksgiving', 'TheLeftovers', 'HBO', 'foodjokes']"
190,36,"""Washington DC","""Paopalinaa""",null,01:00:08,"""Eastern Time (US & Canada)""","['Ready', 'for', 'TheLeftovers', 'comeback']"
191,8,"""Godric's Hollow","""Helectras""",null,01:00:13,"""Greenland""","['Presente', 'per', 'il', 'ritorno', 'di', 'TheLeftovers', 'SkyAtlanticHD']"
192,2,"""El Paso, TX","""katiearoman""",null,01:00:14,"""Central Time (US & Canada)""","['Leggo', 'TheLeftovers']"
193,5,"""iPhone: 34.075283,-118.377228","""thefashionogre""",null,01:00:14,"""Pacific Time (US & Canada)""","['Now', 'you', 'know', 'it\xe2', 's', 'wrong', 'to', 'have', 'TheLeftovers', 'and', 'FearTheWallkingDead', 'coming', 'on', 'at', 'the', 'same', 'time']"
194,11,"""California","""alexa_alexander""",null,01:00:14,"""Pacific Time (US & Canada)""","['Now', 'you', 'know', 'it\xe2', 's', 'wrong', 'to', 'have', 'TheLeftovers', 'and', 'FearTheWallkingDead', 'coming', 'on', 'at', 'the', 'same', 'time']"
195,56,"""SOL's Movie Theater ","""Word_Void""",null,01:00:15,null,"['It', 's', 'happening', 'TheLeftovers', 'http', 't', 'co', 'XmnqW46Nh0']"
196,141,nul,"""IAMCMRN""",null,01:00:16,"""Central Time (US & Canada)""",['TheLeftovers']
197,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:00:18,"""Pacific Time (US & Canada)""","['RT', 'cassiegsmith', 'Definitely', 'choosing', 'TheLeftovers', 'over', 'Homeland', 'to', 'watch', 'live', 'this', 'season', 'Hope', 'JamesFadeley', 'agrees']"
198,0,"""Minnesota, USA","""Mr_Duckworth_""",null,01:00:19,null,"['Watching', 'the', 'TheLeftovers', 'and', 'just', 'thinking', 'what', 'if']"
199,4,"""College grad, give me a job.","""tigercraze22""",null,01:00:23,"""America/New_York""","['Done', 'with', 'OnceUponATime', 'Now', 'it', 's', 'time', 'for', 'TheLeftovers']"
200,8,"""Hollywood, CA","""tvinsiderscoop""",null,01:00:28,"""Pacific Time (US & Canada)""","['TheLeftovers', 'HBO', 'tonight', '9', '8c', 'Can', 'everyone', 'feel', 'better', 'in', 'Season', '2', 'n', 'nRead', 'http', 't', 'co', 'UgmfV2tOc1']"
201,1,nul,"""Kenzie_Eileen""",null,01:00:28,"""Quito""","['FINALLY', 'TheLeftovers']"
202,6,nul,"""JohnnyAccuracy""",null,01:00:30,"""Quito""","['The', 'biggest', 'question', 'heading', 'into', 'this', 'season', 'of', 'TheLeftovers', 'is', 'will', 'Kevin', 'Garvey', 'hang', 'dong']"
203,4,nul,"""BrinAllDay""",null,01:00:34,"""Eastern Time (US & Canada)""","['TheLeftovers', 'time']"
204,60,"""Chicago, IL","""WaterCoolerCon_""",null,01:00:36,"""Pacific Time (US & Canada)""","['RT', 'Andrew_Cybulska', 'The', 'finale', 'for', 'TheLeftovers', 'S1', 'stays', 'up', 'there', 'among', 'the', 'best', 'Still', 'amazing']"
205,9,"""Studio City, California","""mikefoxxx""",null,01:00:39,"""Eastern Time (US & Canada)""","['Omg', 'finally', 'TheLeftovers']"
206,224,"""Singapore","""HBOAsia""",null,01:00:40,"""Singapore""","['NOW', 'ON', 'New', 'season', 'of', 'TheLeftovers', 'Premieres', 'Same', 'Time', 'As', 'Us', 'on', 'HBOAsia']"
207,19,"""Providence, Rhode Island","""LivingReminders""",null,01:00:40,null,"['Here', 'we', 'go', 'Theleftovers', 'WelcomeToMiracle', 'http', 't', 'co', 'DmMdnQdQo7']"
208,23,"""Watching the waves collide","""Merky__""",null,01:00:40,"""Mountain Time (US & Canada)""","['Guess', 'I', 'll', 'watch', 'FearTheWalkingDead', 'DeyWalking', 'finale', 'now', 'and', 'catch', 'TheLeftovers', 'later', 'tonight', 'buds']"
209,11,"""Deep within the rabbit hole..","""Lucid_Dragon""",null,01:00:43,"""Central Time (US & Canada)""",['TheLeftovers']
210,11,"""Chicago","""TiffanyPerkins3""",null,01:00:46,"""Central Time (US & Canada)""","['Just', 'in', 'time', 'for', 'my', 'must', 'see', 'shows', 'Blood', 'amp', 'Oil', 'Quantico', 'TheLeftovers', 'Jerk', 'chicken', 'cabbage', 'sweet\xe2', 'https', 't', 'co', 'vcNphdljee']"
211,65,"""New York State, USA","""Fan4me""",null,01:00:50,"""Eastern Time (US & Canada)""","['Time', 'for', 'the', 'second', 'best', 'show', 'ever', 'to', 'return', 'TheLeftovers']"
212,0,"""the Rubicon ","""babyskimask""",null,01:00:51,"""Eastern Time (US & Canada)""","['the', 'wait', 'is', 'over', 'n', 'n', 'TheLeftovers', 'n', 'SeasonII']"
213,2,nul,"""amynoelle15""",null,01:00:54,"""Eastern Time (US & Canada)""","['It', 's', 'a', 'pumpkin', 'beer', 'and', 'Justin', 'Theroux', 'kind', 'of', 'night', 'TheLeftovers']"
214,1,nul,"""egg8500""",null,01:00:57,null,"['TheLeftovers', 'LoveJustinTheroux', 'Greatactor']"
215,24,nul,"""JasamPaisley88""",null,01:00:59,"""Eastern Time (US & Canada)""",['TheLeftovers']
216,675,"""Baltimore. MD","""FSMMedia""","""TheLeftoversHBO""",01:01:05,"""Eastern Time (US & Canada)""","['TheLeftoversHBO', 'Excited', 'that', 'this', 'is', 'back', 'TheLeftovers']"
217,355,nul,"""TheLeftoversHBO""",null,01:01:06,null,"['WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
218,553,""" Nashville | Detroit ","""vogueandcoffee""",null,01:01:09,"""Central Time (US & Canada)""","['The', 'season', 'premiere', 'of', 'TheLeftoversHBO', 'starts', 'NOW', 'Are', 'you', 'watching', 'HBOConnect', 'TheLeftovers', 'theWatchers']"
219,5,"""Rio de Janeiro - Brasil","""Lemos_Rod""",null,01:01:14,"""Brasilia""","['HBO', 'com', 'sinal', 'aberto', '\xe2', 'Vai', 'rolar', 'ver', 'TheLeftovers']"
220,9730,"""United States","""HBO""",null,01:01:16,"""Eastern Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
221,553,""" Nashville | Detroit ","""vogueandcoffee""",null,01:01:17,"""Central Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
222,11,"""Deep within the rabbit hole..","""Lucid_Dragon""",null,01:01:17,"""Central Time (US & Canada)""","['RT', 'TheLeftoversHBO', 'WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
223,54,"""So. Cal.","""AprilBecher""",null,01:01:18,null,"['RT', 'TheLeftoversHBO', 'WelcomeToMiracle', 'n', 'n', 'TheLeftovers', 'begins', 'now', 'on', 'HBO', 'http', 't', 'co', 'J4P1Rqtzlc']"
224,16,"""Bay Area, CA ","""TheGameOfNerds""",null,01:01:18,"""Arizona""","['Are', 'you', 'ready', 'for', 'Season', '2', 'of', 'TheLeftovers', 'Here', 'are', 'the', 'new', 'opening', 'credits', 'for', 'tonight\xe2', 's', 'premiere', 'episode', 'http', 't', 'co', 'hInMqAnMWf']"
225,5,"""Somewhere in the Lower 48","""Anocksoonamoon""",null,01:01:18,null,"['Yay', 'Finally', 'TheLeftovers']"
226,0,""" New York, USA","""timetravelwife""",null,01:01:21,"""Eastern Time (US & Canada)""","['It', 's', 'a', 'Miracle', 'TheLeftovers', 'is', 'finally', 'on']"
227,11,"""Gotham City","""MyersFTW""",null,01:01:21,"""Eastern Time (US & Canada)""","['Time', 'for', 'TheLeftovers']"
228,345,"""BRASILEIRA E LATINA,C/ORGULHO!","""Pimenta_Afiada""",null,01:01:22,"""Santiago""","['Quem', 'entende', 'gosta', 'de', 'TheLeftovers', 'Q', 's\xc3', 'rie', 'esquisita', 'perdida', 'chata']"
229,4,"""Prince George's County, DMV","""MoniqueYvette""",null,01:01:22,"""Pacific Time (US & Canada)""",['TheLeftovers']
230,2,"""NY","""K_Suiza""",null,01:01:23,"""Eastern Time (US & Canada)""","['The', 'LEFTOVERS', 'hbo', 'theleftovers']"
231,4,"""On a Post-It note ","""ThinkNelson""",null,01:01:24,"""Central Time (US & Canada)""","['Sunday', 'night', 'premieres', 'Homeland', 'TheLeftovers']"
